RGIId,ELA
RGI60-13.33038,NaN
RGI60-13.33043,NaN
RGI60-13.33057,NaN
RGI60-13.33061,5090
RGI60-13.33065,5097
RGI60-13.33067,5257
RGI60-13.33073,5019
RGI60-13.33094,5103
RGI60-13.33113,5065
RGI60-13.33122,5198
RGI60-13.33128,NaN
RGI60-13.33130,NaN
RGI60-13.33156,5341
RGI60-13.33157,5441
RGI60-13.33159,5171
RGI60-13.33170,5188
RGI60-13.33185,5057
RGI60-13.33228,NaN
RGI60-13.33253,NaN
RGI60-13.33256,NaN
RGI60-13.33259,NaN
RGI60-13.33270,NaN
RGI60-13.33298,NaN
RGI60-13.33302,NaN
RGI60-13.33303,NaN
RGI60-13.33310,NaN
RGI60-13.33314,NaN
RGI60-13.33316,NaN
RGI60-13.33355,NaN
RGI60-13.33356,NaN
RGI60-13.33358,NaN
RGI60-13.33359,NaN
RGI60-13.33361,NaN
RGI60-13.33374,NaN
RGI60-13.33376,NaN
RGI60-13.33565,NaN
RGI60-13.33570,NaN
RGI60-13.33582,NaN
RGI60-13.33650,NaN
RGI60-13.33652,NaN
RGI60-13.33655,NaN
RGI60-13.33659,NaN
RGI60-13.33661,NaN
RGI60-13.33664,NaN
RGI60-13.33672,NaN
RGI60-13.33683,NaN
RGI60-13.33702,NaN
RGI60-13.33703,NaN
RGI60-13.33712,NaN
RGI60-13.33714,NaN
RGI60-13.33718,NaN
RGI60-13.33738,NaN
RGI60-13.33746,NaN
RGI60-13.33750,NaN
RGI60-13.33752,NaN
RGI60-13.33757,NaN
RGI60-13.33768,NaN
RGI60-13.33769,NaN
RGI60-13.33772,NaN
RGI60-13.33773,NaN
RGI60-13.33775,NaN
RGI60-13.33776,NaN
RGI60-13.33779,NaN
RGI60-13.33844,5778
RGI60-13.33845,5494
RGI60-13.33853,5862
RGI60-13.33865,NaN
RGI60-13.33866,NaN
RGI60-13.33875,NaN
RGI60-13.33879,NaN
RGI60-13.33886,NaN
RGI60-13.33906,NaN
RGI60-13.33910,NaN
RGI60-13.33911,NaN
RGI60-13.33913,NaN
RGI60-13.33914,NaN
RGI60-13.33925,5527
RGI60-13.33926,5547
RGI60-13.33927,5578
RGI60-13.33929,5600
RGI60-13.33930,5659
RGI60-13.33932,5752
RGI60-13.33936,5173
RGI60-13.33942,5335
RGI60-13.33945,5627
RGI60-13.33946,5423
RGI60-13.33950,5777
RGI60-13.33965,6236
RGI60-13.33968,5917
RGI60-13.33970,5863
RGI60-13.33973,5237
RGI60-13.33974,5854
RGI60-13.33975,5235
RGI60-13.33978,6079
RGI60-13.33980,5138
RGI60-13.33982,NaN
RGI60-13.33983,5479
RGI60-13.33984,5506
RGI60-13.33985,5392
RGI60-13.33986,5637
RGI60-13.33997,5747
RGI60-13.34000,5518
RGI60-13.34001,5447
RGI60-13.34003,5490
RGI60-13.34010,5468
RGI60-13.34022,5661
RGI60-13.34028,5550
RGI60-13.34033,5325
RGI60-13.34048,5468
RGI60-13.34069,5450
RGI60-13.34073,NaN
RGI60-13.34106,5474
RGI60-13.34108,5570
RGI60-13.34115,5659
RGI60-13.34118,5480
RGI60-13.34126,5354
RGI60-13.34128,5650
RGI60-13.34134,5253
RGI60-13.34135,5274
RGI60-13.34139,5190
RGI60-13.34141,5537
RGI60-13.34143,5492
RGI60-13.34145,5483
RGI60-13.34149,5452
RGI60-13.34151,5427
RGI60-13.34154,5483
RGI60-13.34155,5491
RGI60-13.34202,5249
RGI60-13.34210,5386
RGI60-13.34220,5522
RGI60-13.34222,5718
RGI60-13.34225,5675
RGI60-13.34226,5526
RGI60-13.34231,5273
RGI60-13.34236,5673
RGI60-13.34241,5305
RGI60-13.34259,5264
RGI60-13.34276,5304
RGI60-13.34278,5228
RGI60-13.34279,5373
RGI60-13.34289,5378
RGI60-13.34297,5443
RGI60-13.34308,5329
RGI60-13.34314,5278
RGI60-13.34315,5445
RGI60-13.34320,5334
RGI60-13.34331,5329
RGI60-13.34343,5271
RGI60-13.34376,5409
RGI60-13.34462,NaN
RGI60-13.34467,NaN
RGI60-13.34520,NaN
RGI60-13.34524,NaN
RGI60-13.34599,NaN
RGI60-13.34649,NaN
RGI60-13.34658,NaN
RGI60-13.34671,NaN
RGI60-13.34676,NaN
RGI60-13.34680,NaN
RGI60-13.34682,NaN
RGI60-13.34683,NaN
RGI60-13.34743,NaN
RGI60-13.34752,NaN
RGI60-13.34756,NaN
RGI60-13.34759,NaN
RGI60-13.34765,NaN
RGI60-13.34767,NaN
RGI60-13.34770,NaN
RGI60-13.34776,NaN
RGI60-13.34811,NaN
RGI60-13.34831,NaN
RGI60-13.34836,NaN
RGI60-13.34839,NaN
RGI60-13.34840,NaN
RGI60-13.34864,NaN
RGI60-13.34866,NaN
RGI60-13.34871,NaN
RGI60-13.34886,5153
RGI60-13.34897,NaN
RGI60-13.34902,5420
RGI60-13.34905,5359
RGI60-13.34907,5229
RGI60-13.34911,5682
RGI60-13.34914,5201
RGI60-13.34915,5158
RGI60-13.34919,5446
RGI60-13.34923,5014
RGI60-13.34929,5223.474232
RGI60-13.34930,NaN
RGI60-13.34936,5254
RGI60-13.34941,5125
RGI60-13.34944,5161
RGI60-13.34946,5279
RGI60-13.34950,5451
RGI60-13.34962,5205
RGI60-13.34963,5420
RGI60-13.34977,5516
RGI60-13.34984,NaN
RGI60-13.34998,NaN
RGI60-13.34999,NaN
RGI60-13.35010,5215
RGI60-13.35012,4891
RGI60-13.35017,5288
RGI60-13.35020,5190
RGI60-13.35024,5237
RGI60-13.35033,5288
RGI60-13.35042,5445
RGI60-13.35067,NaN
RGI60-13.35144,5378
RGI60-13.35152,5358
RGI60-13.35154,5620.655529
RGI60-13.35159,5245
RGI60-13.35161,4897
RGI60-13.35162,5258
RGI60-13.35165,4820
RGI60-13.35168,5336.818212
RGI60-13.35173,5236
RGI60-13.35176,5057
RGI60-13.35188,5118
RGI60-13.35270,NaN
RGI60-13.35296,NaN
RGI60-13.35312,NaN
RGI60-13.35324,NaN
RGI60-13.35325,NaN
RGI60-13.35329,NaN
RGI60-13.35370,5309
RGI60-13.35384,5229
RGI60-13.35392,5279
RGI60-13.35413,5242
RGI60-13.35417,5235
RGI60-13.35420,5232
RGI60-13.35422,5165
RGI60-13.35424,5214
RGI60-13.35425,5123
RGI60-13.35426,5225
RGI60-13.35427,5208
RGI60-13.35428,5170
RGI60-13.35444,NaN
RGI60-13.35454,NaN
RGI60-13.35465,NaN
RGI60-13.35470,NaN
RGI60-13.35491,NaN
RGI60-13.35506,NaN
RGI60-13.35514,NaN
RGI60-13.35532,NaN
RGI60-13.35538,NaN
RGI60-13.35547,NaN
RGI60-13.35577,NaN
RGI60-13.35583,NaN
RGI60-13.35585,NaN
RGI60-13.35588,NaN
RGI60-13.35607,NaN
RGI60-13.35621,NaN
RGI60-13.35629,NaN
RGI60-13.35639,5106
RGI60-13.35656,5381
RGI60-13.35657,5284
RGI60-13.35662,5443
RGI60-13.35663,5162
RGI60-13.35665,5763
RGI60-13.35684,5082
RGI60-13.35693,4900
RGI60-13.35758,5124
RGI60-13.35766,5399
RGI60-13.35768,5813
RGI60-13.35771,5036
RGI60-13.35788,5321
RGI60-13.35838,5248
RGI60-13.35850,5109
RGI60-13.35859,5425
RGI60-13.35861,5325
RGI60-13.35873,5441
RGI60-13.35880,5361
RGI60-13.35882,5434
RGI60-13.35903,5364
RGI60-13.35917,5878
RGI60-13.35931,5404
RGI60-13.35933,5352
RGI60-13.35949,5819
RGI60-13.35957,5412
RGI60-13.35966,5783
RGI60-13.35979,5295
RGI60-13.35994,5108
RGI60-13.36010,5189
RGI60-13.36078,NaN
RGI60-13.36096,NaN
RGI60-13.36100,NaN
RGI60-13.36148,5528
RGI60-13.36157,5492
RGI60-13.36160,5466
RGI60-13.36170,5427
RGI60-13.36184,5607
RGI60-13.36206,5662
RGI60-13.36211,5617
RGI60-13.36212,5566
RGI60-13.36213,5942
RGI60-13.36219,5410
RGI60-13.36226,6677
RGI60-13.36233,5582
RGI60-13.36243,5358
RGI60-13.36248,5346
RGI60-13.36249,5320
RGI60-13.36258,5500
RGI60-13.36261,5694
RGI60-13.36321,NaN
RGI60-13.36323,NaN
RGI60-13.36325,NaN
RGI60-13.36357,NaN
RGI60-13.36364,NaN
RGI60-13.36371,NaN
RGI60-13.36380,NaN
RGI60-13.36386,NaN
RGI60-13.36391,NaN
RGI60-13.36416,NaN
RGI60-13.36419,NaN
RGI60-13.36431,NaN
RGI60-13.36437,NaN
RGI60-13.36442,NaN
RGI60-13.36453,NaN
RGI60-13.36475,NaN
RGI60-13.36483,NaN
RGI60-13.36488,NaN
RGI60-13.36495,NaN
RGI60-13.36513,NaN
RGI60-13.36523,NaN
RGI60-13.36529,NaN
RGI60-13.36534,NaN
RGI60-13.36536,NaN
RGI60-13.36550,NaN
RGI60-13.36553,NaN
RGI60-13.36562,NaN
RGI60-13.36570,NaN
RGI60-13.36578,NaN
RGI60-13.36584,NaN
RGI60-13.36592,NaN
RGI60-13.36603,NaN
RGI60-13.36613,NaN
RGI60-13.36618,NaN
RGI60-13.36620,NaN
RGI60-13.36625,NaN
RGI60-13.36633,NaN
RGI60-13.36656,NaN
RGI60-13.36662,NaN
RGI60-13.36683,NaN
RGI60-13.36686,5288
RGI60-13.36688,5345
RGI60-13.36690,5224
RGI60-13.36691,5104
RGI60-13.36695,5072
RGI60-13.36700,5397
RGI60-13.36701,5555
RGI60-13.36703,5143
RGI60-13.36709,5180
RGI60-13.36735,NaN
RGI60-13.36749,5374
RGI60-13.36754,5271
RGI60-13.36755,5340
RGI60-13.36758,5315
RGI60-13.36767,5875
RGI60-13.36768,5055
RGI60-13.36788,5306
RGI60-13.36790,5159
RGI60-13.36791,5319
RGI60-13.36792,5302
RGI60-13.36793,5338
RGI60-13.36799,6172
RGI60-13.36800,5173
RGI60-13.36816,6484
RGI60-13.36827,5761
RGI60-13.36846,6608
RGI60-13.36850,5519
RGI60-13.36851,5729
RGI60-13.36864,5522
RGI60-13.36865,5719
RGI60-13.36866,5878
RGI60-13.36869,5313
RGI60-13.36870,5691
RGI60-13.36871,6885
RGI60-13.36872,5799
RGI60-13.36874,5812
RGI60-13.36875,5691
RGI60-13.36881,5541
RGI60-13.36888,5454
RGI60-13.36889,5515
RGI60-13.36895,4469.663439
RGI60-13.36903,5615
RGI60-13.36904,6537
RGI60-13.36907,5683
RGI60-13.36908,5704
RGI60-13.36909,6112
RGI60-13.36913,6382
RGI60-13.36915,5707
RGI60-13.36916,6315
RGI60-13.36918,6460
RGI60-13.36919,5736
RGI60-13.36920,5897
RGI60-13.36921,5717
RGI60-13.36924,6349
RGI60-13.36925,6127
RGI60-13.36926,5768
RGI60-13.36927,NaN
RGI60-13.36929,5603
RGI60-13.36936,6063
RGI60-13.36942,5624
RGI60-13.36943,5650
RGI60-13.36949,5706
RGI60-13.36950,5744
RGI60-13.36952,5546
RGI60-13.36953,5830
RGI60-13.36954,5617
RGI60-13.36958,6011
RGI60-13.36966,5662
RGI60-13.36969,5475
RGI60-13.36973,5974
RGI60-13.36977,5451
RGI60-13.36982,5377
RGI60-13.36983,5905
RGI60-13.36986,5486
RGI60-13.36992,5556
RGI60-13.37003,5549
RGI60-13.37008,5774
RGI60-13.37013,6747
RGI60-13.37018,5593
RGI60-13.37020,6166
RGI60-13.37022,5687
RGI60-13.37026,6141
RGI60-13.37038,5837
RGI60-13.37056,5697
RGI60-13.37061,5781
RGI60-13.37079,5927
RGI60-13.37086,5534
RGI60-13.37092,5961
RGI60-13.37097,5526
RGI60-13.37134,5865
RGI60-13.37139,6233
RGI60-13.37143,NaN
RGI60-13.37145,NaN
RGI60-13.37166,NaN
RGI60-13.37170,5385
RGI60-13.37183,6138
RGI60-13.37184,4988
RGI60-13.37185,4741
RGI60-13.37186,4542
RGI60-13.37187,5007
RGI60-13.37188,5048
RGI60-13.37189,4830
RGI60-13.37191,5373
RGI60-13.37193,5097
RGI60-13.37197,5129
RGI60-13.37198,4994
RGI60-13.37201,5017
RGI60-13.37205,5147
RGI60-13.37210,5052
RGI60-13.37213,5610
RGI60-13.37222,4778
RGI60-13.37226,6073
RGI60-13.37228,5475
RGI60-13.37229,5490
RGI60-13.37230,5674
RGI60-13.37234,5782
RGI60-13.37235,5486
RGI60-13.37236,4483
RGI60-13.37237,5467
RGI60-13.37239,5374
RGI60-13.37242,5904
RGI60-13.37246,5580
RGI60-13.37248,5581
RGI60-13.37251,NaN
RGI60-13.37258,5529
RGI60-13.37260,5683
RGI60-13.37264,6334
RGI60-13.37267,5438
RGI60-13.37269,4570
RGI60-13.37271,5798
RGI60-13.37273,5142
RGI60-13.37285,5036
RGI60-13.37289,4781
RGI60-13.37294,5079
RGI60-13.37300,4817
RGI60-13.37313,5730
RGI60-13.37317,NaN
RGI60-13.37346,5244
RGI60-13.37352,6219
RGI60-13.37356,5779
RGI60-13.37368,NaN
RGI60-13.37370,NaN
RGI60-13.37372,NaN
RGI60-13.37374,NaN
RGI60-13.37376,NaN
RGI60-13.37377,NaN
RGI60-13.37387,NaN
RGI60-13.37389,NaN
RGI60-13.37407,NaN
RGI60-13.37418,NaN
RGI60-13.37419,NaN
RGI60-13.37423,NaN
RGI60-13.37452,NaN
RGI60-13.37494,5689
RGI60-13.37496,5750
RGI60-13.37502,5748
RGI60-13.37507,5735
RGI60-13.37516,5747
RGI60-13.37517,6307
RGI60-13.37523,5691
RGI60-13.37527,6267
RGI60-13.37530,5880
RGI60-13.37532,6246
RGI60-13.37533,5651
RGI60-13.37536,5647
RGI60-13.37551,5702
RGI60-13.37555,5550
RGI60-13.37566,5514
RGI60-13.37574,5876
RGI60-13.37587,6032
RGI60-13.37594,5828
RGI60-13.37595,5646
RGI60-13.37600,5800
RGI60-13.37601,5671
RGI60-13.37602,5801
RGI60-13.37603,5747
RGI60-13.37604,5675
RGI60-13.37608,NaN
RGI60-13.37610,5567
RGI60-13.37612,5493
RGI60-13.37614,5769
RGI60-13.37615,6094
RGI60-13.37617,5658
RGI60-13.37618,5791
RGI60-13.37619,5603
RGI60-13.37626,5593
RGI60-13.37631,NaN
RGI60-13.37637,5804
RGI60-13.37640,5847
RGI60-13.37644,5808
RGI60-13.37647,5696
RGI60-13.37648,5707
RGI60-13.37654,5737
RGI60-13.37668,5975
RGI60-13.37682,5530
RGI60-13.37705,5557
RGI60-13.37708,5519
RGI60-13.37713,5467
RGI60-13.37727,5474
RGI60-13.37730,5890
RGI60-13.37736,5925
RGI60-13.37747,5800
RGI60-13.37751,6131
RGI60-13.37752,6064
RGI60-13.37753,5449
RGI60-13.37775,6049
RGI60-13.37779,5538
RGI60-13.37786,NaN
RGI60-13.37809,5568
RGI60-13.37817,6357
RGI60-13.37825,5349
RGI60-13.37829,5653
RGI60-13.37836,5680
RGI60-13.37842,5753
RGI60-13.37844,5585
RGI60-13.37846,5863
RGI60-13.37890,5595
RGI60-13.37894,5389
RGI60-13.37896,5050
RGI60-13.37929,5281
RGI60-13.37931,5500
RGI60-13.37937,5742
RGI60-13.37945,5549
RGI60-13.37951,5812
RGI60-13.37958,5790
RGI60-13.37960,5482
RGI60-13.37962,5634
RGI60-13.37967,5205
RGI60-13.37968,5916
RGI60-13.37971,5529
RGI60-13.37973,5356
RGI60-13.37974,5572
RGI60-13.37980,5790
RGI60-13.37983,5123
RGI60-13.37985,5705
RGI60-13.37989,5778
RGI60-13.37991,5864
RGI60-13.37996,5240
RGI60-13.37997,5243
RGI60-13.37999,5230
RGI60-13.38005,6260
RGI60-13.38008,5466
RGI60-13.38021,5802
RGI60-13.38064,5273
RGI60-13.38070,5693
RGI60-13.38082,5650
RGI60-13.38093,5513
RGI60-13.38105,5745
RGI60-13.38107,5838
RGI60-13.38110,5646
RGI60-13.38113,5415
RGI60-13.38134,5411
RGI60-13.38157,5698
RGI60-13.38160,5536
RGI60-13.38161,5951
RGI60-13.38163,5372
RGI60-13.38210,5584
RGI60-13.38220,5558
RGI60-13.38242,5547
RGI60-13.38265,5560
RGI60-13.38269,5114
RGI60-13.38272,5506
RGI60-13.38287,6348
RGI60-13.38289,5690
RGI60-13.38307,5528
RGI60-13.38308,5749
RGI60-13.38313,5795
RGI60-13.38315,6260
RGI60-13.38316,5535
RGI60-13.38318,5792
RGI60-13.38334,5635
RGI60-13.38345,5528
RGI60-13.38346,6000
RGI60-13.38348,NaN
RGI60-13.38356,5508
RGI60-13.38359,5471
RGI60-13.38364,5143
RGI60-13.38379,5182
RGI60-13.38381,6260
RGI60-13.38389,5570
RGI60-13.38396,5788
RGI60-13.38397,5543
RGI60-13.38405,6456
RGI60-13.38406,5853
RGI60-13.38407,5645
RGI60-13.38420,5432
RGI60-13.38423,5134
RGI60-13.38424,8314.441002
RGI60-13.38434,5496
RGI60-13.38439,5891
RGI60-13.38442,6467
RGI60-13.38452,5481
RGI60-13.38454,5853
RGI60-13.38462,5542
RGI60-13.38479,6168
RGI60-13.38505,5650
RGI60-13.38513,5810
RGI60-13.38535,5266
RGI60-13.38541,5641
RGI60-13.38557,5180
RGI60-13.38578,5109
RGI60-13.38583,NaN
RGI60-13.38587,5531
RGI60-13.38594,5431
RGI60-13.38605,NaN
RGI60-13.38607,5593
RGI60-13.38608,5482
RGI60-13.38627,5342
RGI60-13.38648,5124
RGI60-13.38649,5755
RGI60-13.38655,4950
RGI60-13.38659,5173
RGI60-13.38695,969.649018
RGI60-13.38697,4978
RGI60-13.38702,4786
RGI60-13.38704,5085
RGI60-13.38713,4941
RGI60-13.38718,4849
RGI60-13.38719,4810
RGI60-13.38722,5497
RGI60-13.38723,5405
RGI60-13.38724,5341
RGI60-13.38727,5095
RGI60-13.38733,4779
RGI60-13.38738,4645
RGI60-13.38740,5120
RGI60-13.38742,4566
RGI60-13.38750,4258
RGI60-13.38757,3638.2317
RGI60-13.38764,4612
RGI60-13.38768,4526
RGI60-13.38803,4984
RGI60-13.38806,4896
RGI60-13.38833,5183
RGI60-13.38841,4883
RGI60-13.38848,4990
RGI60-13.38865,NaN
RGI60-13.38870,4404
RGI60-13.38878,4592
RGI60-13.38879,4791
RGI60-13.38882,4715
RGI60-13.38888,5157
RGI60-13.38909,5123
RGI60-13.38913,5232
RGI60-13.38924,4496
RGI60-13.38930,4822
RGI60-13.38932,5302
RGI60-13.38946,4892
RGI60-13.38947,5141
RGI60-13.38953,4920
RGI60-13.38961,5309
RGI60-13.38969,4817
RGI60-13.38977,5146
RGI60-13.38981,5221
RGI60-13.38986,4928
RGI60-13.38994,5080
RGI60-13.39007,4611
RGI60-13.39014,5065
RGI60-13.39027,5182
RGI60-13.39029,5368
RGI60-13.39031,5352
RGI60-13.39037,5021
RGI60-13.39042,NaN
RGI60-13.39057,5261
RGI60-13.39060,4948
RGI60-13.39070,5247
RGI60-13.39075,6266
RGI60-13.39081,5257
RGI60-13.39100,4892
RGI60-13.39107,4707
RGI60-13.39113,5259
RGI60-13.39120,5063
RGI60-13.39135,5133
RGI60-13.39137,5399
RGI60-13.39147,5559
RGI60-13.39155,5798
RGI60-13.39161,5561
RGI60-13.39185,5255
RGI60-13.39195,5267
RGI60-13.39196,5196
RGI60-13.39200,5250
RGI60-13.39206,4917
RGI60-13.39215,5060
RGI60-13.39217,4857
RGI60-13.39236,5638
RGI60-13.39252,5485
RGI60-13.39267,5294
RGI60-13.39281,5636
RGI60-13.39294,5399
RGI60-13.39299,5636
RGI60-13.39306,5410
RGI60-13.39311,5353
RGI60-13.39313,5363
RGI60-13.39318,5453
RGI60-13.39327,5910
RGI60-13.39334,5251
RGI60-13.39340,5470
RGI60-13.39351,5318
RGI60-13.39363,5342
RGI60-13.39375,6486
RGI60-13.39377,5873
RGI60-13.39388,5544
RGI60-13.39412,6687
RGI60-13.39420,5795
RGI60-13.39422,5455
RGI60-13.39424,5366
RGI60-13.39432,5479
RGI60-13.39436,5621
RGI60-13.39438,6202
RGI60-13.39439,5553
RGI60-13.39441,6064
RGI60-13.39442,6047
RGI60-13.39446,6057
RGI60-13.39452,6533
RGI60-13.39459,5824
RGI60-13.39476,5583
RGI60-13.39501,5439
RGI60-13.39511,5830
RGI60-13.39522,5693
RGI60-13.39525,6452
RGI60-13.39533,5940
RGI60-13.39536,5961
RGI60-13.39542,5780
RGI60-13.39547,6297
RGI60-13.39553,6196
RGI60-13.39556,5879
RGI60-13.39565,5687
RGI60-13.39579,5413
RGI60-13.39585,5842
RGI60-13.39586,5617
RGI60-13.39589,5839
RGI60-13.39602,6503
RGI60-13.39623,5774
RGI60-13.39651,5950
RGI60-13.39667,5571
RGI60-13.39668,5443
RGI60-13.39670,6111
RGI60-13.39680,5548
RGI60-13.39689,5755
RGI60-13.39693,5784
RGI60-13.39702,5683
RGI60-13.39705,5586
RGI60-13.39722,6038
RGI60-13.39814,5927
RGI60-13.39819,6130
RGI60-13.39864,5530
RGI60-13.39894,6084
RGI60-13.39900,5507
RGI60-13.39901,5579
RGI60-13.39942,NaN
RGI60-13.39947,5722
RGI60-13.39948,5279
RGI60-13.39959,5669
RGI60-13.39977,5692
RGI60-13.39981,5648
RGI60-13.39988,5577
RGI60-13.39995,5733
RGI60-13.40006,5494
RGI60-13.40030,5658
RGI60-13.40068,NaN
RGI60-13.40075,5663
RGI60-13.40092,5476
RGI60-13.40102,5542
RGI60-13.40118,5311
RGI60-13.40170,5337
RGI60-13.40178,5196
RGI60-13.40181,5685
RGI60-13.40188,5445
RGI60-13.40189,5246
RGI60-13.40195,5301
RGI60-13.40212,5393
RGI60-13.40221,5400
RGI60-13.40229,5197
RGI60-13.40236,5113
RGI60-13.40240,5134
RGI60-13.40243,6139
RGI60-13.40251,5484
RGI60-13.40264,6045
RGI60-13.40269,5990
RGI60-13.40282,5439
RGI60-13.40286,5407
RGI60-13.40288,5371
RGI60-13.40291,5913
RGI60-13.40300,5397
RGI60-13.40303,5013
RGI60-13.40314,5352
RGI60-13.40326,4849
RGI60-13.40337,5035
RGI60-13.40353,5188
RGI60-13.40395,5419
RGI60-13.40425,5271
RGI60-13.40435,5340
RGI60-13.40442,5143
RGI60-13.40451,5243
RGI60-13.40501,4831
RGI60-13.40502,4828
RGI60-13.40522,4842
RGI60-13.40528,4749
RGI60-13.40531,4767
RGI60-13.40536,4890
RGI60-13.40548,4858
RGI60-13.40560,5057
RGI60-13.40564,4817
RGI60-13.40567,5143
RGI60-13.40580,4631
RGI60-13.40583,NaN
RGI60-13.40604,4913
RGI60-13.40642,4867
RGI60-13.40649,4917
RGI60-13.40655,5149
RGI60-13.40659,NaN
RGI60-13.40663,5750
RGI60-13.40665,5205
RGI60-13.40696,5496
RGI60-13.40704,4885
RGI60-13.40741,4845
RGI60-13.40759,5832
RGI60-13.40768,5639
RGI60-13.40774,4885
RGI60-13.40775,5003
RGI60-13.40777,5208
RGI60-13.40779,5849
RGI60-13.40782,6233
RGI60-13.40796,5235
RGI60-13.40805,5973
RGI60-13.40810,5154
RGI60-13.40818,5314
RGI60-13.40829,5297
RGI60-13.40833,5026
RGI60-13.40839,5011
RGI60-13.40883,5170
RGI60-13.40888,5159
RGI60-13.40918,5763
RGI60-13.40932,5267
RGI60-13.40956,5090
RGI60-13.40960,4767
RGI60-13.40963,5086
RGI60-13.40974,4244.30779
RGI60-13.40975,4945
RGI60-13.40980,4962
RGI60-13.40984,5110
RGI60-13.41007,4927
RGI60-13.41022,4869
RGI60-13.41089,4943
RGI60-13.41101,5672
RGI60-13.41106,5559
RGI60-13.41113,6296
RGI60-13.41240,5154
RGI60-13.41247,5093
RGI60-13.41257,5069
RGI60-13.41274,5214
RGI60-13.41279,5151
RGI60-13.41283,5022
RGI60-13.41311,5556
RGI60-13.41399,5157.757008
RGI60-13.41401,5449
RGI60-13.41404,6537
RGI60-13.41406,4891
RGI60-13.41407,6835
RGI60-13.41411,4948
RGI60-13.41415,6308
RGI60-13.41416,4975
RGI60-13.41417,5863
RGI60-13.41418,4904
RGI60-13.41420,5426
RGI60-13.41432,4948
RGI60-13.41520,4544
RGI60-13.41549,4822
RGI60-13.41555,4942
RGI60-13.41607,4354
RGI60-13.41615,4523
RGI60-13.41617,7511
RGI60-13.41618,4620
RGI60-13.41621,4719
RGI60-13.41623,4582
RGI60-13.41627,4579
RGI60-13.41633,4577
RGI60-13.41638,4928
RGI60-13.41657,4213
RGI60-13.41670,4764
RGI60-13.41682,4393
RGI60-13.41683,4374
RGI60-13.41695,4795
RGI60-13.41703,5095
RGI60-13.41704,6086
RGI60-13.41724,3471
RGI60-13.41732,5068
RGI60-13.41737,5692
RGI60-13.41740,5774
RGI60-13.41746,5398
RGI60-13.41747,5518
RGI60-13.41749,6190
RGI60-13.41750,5609
RGI60-13.41752,5772
RGI60-13.41755,6318
RGI60-13.41756,4652
RGI60-13.41757,4751
RGI60-13.41760,5007
RGI60-13.41762,5814
RGI60-13.41763,6833
RGI60-13.41764,4543
RGI60-13.41765,4415
RGI60-13.41766,4666
RGI60-13.41767,4853
RGI60-13.41772,5028
RGI60-13.41775,5096
RGI60-13.41777,5732
RGI60-13.41779,4876
RGI60-13.41792,5433
RGI60-13.41795,5659
RGI60-13.41796,4896
RGI60-13.41801,4898
RGI60-13.41803,4801
RGI60-13.41805,4875
RGI60-13.41809,5136
RGI60-13.41813,5016
RGI60-13.41818,4934
RGI60-13.41819,4961
RGI60-13.41822,4996
RGI60-13.41825,4960
RGI60-13.41826,5000
RGI60-13.41846,5680
RGI60-13.41851,4849
RGI60-13.41866,5065
RGI60-13.41879,4949
RGI60-13.41884,4639
RGI60-13.41885,4921
RGI60-13.41892,6170
RGI60-13.41893,4695
RGI60-13.41896,4965
RGI60-13.41898,5786
RGI60-13.41899,4715
RGI60-13.41900,4639
RGI60-13.41901,4698
RGI60-13.41903,4730
RGI60-13.41940,4968
RGI60-13.41944,5168
RGI60-13.41986,5104
RGI60-13.42066,4789
RGI60-13.42072,4918
RGI60-13.42074,5703
RGI60-13.42082,5890
RGI60-13.42083,4710
RGI60-13.42089,4758
RGI60-13.42103,5058
RGI60-13.42106,5827
RGI60-13.42109,5152
RGI60-13.42110,4855
RGI60-13.42127,5253
RGI60-13.42130,4887
RGI60-13.42133,5145
RGI60-13.42135,NaN
RGI60-13.42138,4799
RGI60-13.42148,NaN
RGI60-13.42149,NaN
RGI60-13.42153,NaN
RGI60-13.42156,NaN
RGI60-13.42165,5298
RGI60-13.42170,4914
RGI60-13.42174,4913
RGI60-13.42180,4778
RGI60-13.42187,4717
RGI60-13.42191,4624
RGI60-13.42192,5420
RGI60-13.42193,5110
RGI60-13.42195,NaN
RGI60-13.42196,6213
RGI60-13.42198,5600
RGI60-13.42199,3778
RGI60-13.42204,5486
RGI60-13.42205,7683.884142
RGI60-13.42206,4774
RGI60-13.42209,3165
RGI60-13.42210,4497
RGI60-13.42211,3849
RGI60-13.42219,5290
RGI60-13.42222,5594
RGI60-13.42227,NaN
RGI60-13.42237,NaN
RGI60-13.42240,NaN
RGI60-13.42260,NaN
RGI60-13.42274,5844
RGI60-13.42278,4543
RGI60-13.42280,4707
RGI60-13.42282,5183
RGI60-13.42283,5657
RGI60-13.42285,4536
RGI60-13.42291,5118
RGI60-13.42301,4671
RGI60-13.42307,4810
RGI60-13.42308,4721
RGI60-13.42320,5483
RGI60-13.42321,5590
RGI60-13.42322,5424
RGI60-13.42324,5223
RGI60-13.42331,4214
RGI60-13.42334,3977
RGI60-13.42348,4557
RGI60-13.42355,4524
RGI60-13.42369,5670
RGI60-13.42372,4601
RGI60-13.42381,5260
RGI60-13.42384,4896
RGI60-13.42385,5116
RGI60-13.42393,5185
RGI60-13.42394,5242
RGI60-13.42399,5221
RGI60-13.42407,5319
RGI60-13.42410,5344
RGI60-13.42413,5102
RGI60-13.42416,5121
RGI60-13.42426,5081
RGI60-13.42430,5283
RGI60-13.42431,5090
